"","open","high","low","close","volume","adjusted_close"
"2015-01-14",1.2878,1.2927,1.2849,1.2877,0,1.2877
"2015-01-15",1.29247,1.3091,1.2867,1.2924,0,1.2924
"2015-01-16",1.3045,1.316,1.3034,1.30429,0,1.30429
"2015-01-19",1.3094,1.3104,1.3028,1.3093,0,1.3093
"2015-01-20",1.3011,1.31264,1.2995,1.3012,0,1.3012
"2015-01-21",1.31146,1.3124,1.2964,1.3116,0,1.3116
"2015-01-22",1.3037,1.3213,1.30368,1.3041,0,1.3041
"2015-01-23",1.3222,1.3457,1.3189,1.3227,0,1.3227
"2015-01-26",1.3459,1.3459,1.3319,1.3468,0,1.3468
"2015-01-27",1.3408,1.34459,1.3314,1.34076,0,1.34076
"2015-01-28",1.336,1.3419,1.334,1.3358,0,1.3358
"2015-01-29",1.3417,1.3435,1.3284,1.3417,0,1.3417
"2015-01-30",1.3299,1.3331,1.327,1.3302,0,1.3302
"2015-02-02",1.3341,1.3347,1.3231,1.334,0,1.334
"2015-02-03",1.3253,1.3287,1.3189,1.325,0,1.325
"2015-02-04",1.3216,1.3353,1.32,1.3214,0,1.3214
"2015-02-05",1.3408,1.341,1.3311,1.34074,0,1.34074
"2015-02-06",1.3355,1.3471,1.3355,1.3356,0,1.3356
"2015-02-09",1.3467,1.3487,1.3401,1.3465,0,1.3465
"2015-02-10",1.3433,1.3495,1.3428,1.3434,0,1.3434
"2015-02-11",1.348,1.3536,1.3462,1.3479,0,1.3479
"2015-02-12",1.3474,1.3561,1.34137,1.3475,0,1.3475
"2015-02-13",1.3494,1.3518,1.345,1.3494,0,1.3494
"2015-02-16",1.3513,1.3526,1.3462,1.3515,0,1.3515
"2015-02-17",1.3545,1.3558,1.3434,1.3547,0,1.3547
"2015-02-18",1.3462,1.3596,1.34536,1.3462,0,1.3462
"2015-02-19",1.3538,1.3586,1.3496,1.3538,0,1.3538
"2015-02-20",1.3565,1.3622,1.3522,1.3564,0,1.3564
"2015-02-23",1.3521,1.3617,1.3502,1.352,0,1.352
"2015-02-24",1.3632,1.3665,1.3607,1.36318,0,1.36318
"2015-02-25",1.3627,1.3668,1.3617,1.3629,0,1.3629
"2015-02-26",1.3663,1.3751,1.3649,1.3662,0,1.3662
"2015-02-27",1.3757,1.378,1.3702,1.3758,0,1.3758
"2015-03-02",1.3797,1.3803,1.3694,1.38009,0,1.38009
"2015-03-03",1.3739,1.3774,1.3721,1.3739,0,1.3739
"2015-03-04",1.3739,1.3815,1.3733,1.374,0,1.374
"2015-03-05",1.3775,1.3836,1.3728,1.37739,0,1.37739
"2015-03-06",1.382,1.3918,1.3811,1.382,0,1.382
"2015-03-09",1.3883,1.3922,1.3851,1.38823,0,1.38823
"2015-03-10",1.3941,1.409,1.39321,1.394,0,1.394
"2015-03-11",1.408,1.4254,1.4072,1.4081,0,1.4081
"2015-03-12",1.4156,1.4211,1.4026,1.4159,0,1.4159
"2015-03-13",1.4015,1.4053,1.3943,1.4016,0,1.4016
"2015-03-16",1.407,1.407,1.3957,1.4075,0,1.4075
"2015-03-17",1.40221,1.4045,1.3857,1.402,0,1.402
"2015-03-18",1.3921,1.3944,1.3784,1.3918,0,1.3918
"2015-03-19",1.37919,1.3976,1.3746,1.37876,0,1.37876
"2015-03-20",1.3829,1.384,1.3764,1.3833,0,1.3833
"2015-03-23",1.3802,1.3833,1.364,1.3805,0,1.3805
"2015-03-24",1.366,1.3689,1.3562,1.3656,0,1.3656
"2015-03-25",1.3601,1.3616,1.3541,1.3603,0,1.3603
"2015-03-26",1.3568,1.3597,1.354,1.35682,0,1.35682
"2015-03-27",1.3645,1.3758,1.3636,1.3646,0,1.3646
"2015-03-29",1.3675,1.3707,1.3628,1.3675,0,1.3675
"2015-03-30",1.3672,1.3833,1.3656,1.3673,0,1.3673
"2015-03-31",1.38055,1.3823,1.3703,1.3809,0,1.3809
"2015-04-01",1.3772,1.3785,1.3614,1.3773,0,1.3773
"2015-04-02",1.364,1.3649,1.3549,1.364,0,1.364
"2015-04-05",1.3568,1.3607,1.3563,1.3569,0,1.3569
"2015-04-06",1.3614,1.3725,1.3603,1.36151,0,1.36151
"2015-04-07",1.3694,1.3831,1.3669,1.3693,0,1.3693
